1,0.002172165534217962
100,0.0021498554528235608
200,0.0017416986185398728
500,0.00104219277638221
1000,0.0007670640451986695
2000,0.0006003019563672668
3000,0.0005251468483725159
4000,0.0004472645588233983
5000,0.00036543853528776685
6000,0.00027770013289686525
7000,0.00022486112689457192
8000,0.0001726556561918776
9000,0.0001520671984511601
10000,0.00013579815771652334
11000,0.00012376269330801118
12000,0.00011734598145535582
13000,0.00011234442286684083
14000,0.0001067769007366071
15000,0.0001045609846865225
16000,0.00010324370355081986
17000,0.00010163535617400835
18000,0.00010042537908519847
19000,9.983337501807748e-05
20000,9.946499574201755e-05
21000,9.913845975104054e-05
22000,9.894772033965712e-05
23000,9.883490482402594e-05
24000,9.871657003359237e-05
25000,9.852433959955248e-05
